index,lang_id
426,0
427,4
428,2
429,10
430,10
431,3
432,0
433,6
434,5
435,5
436,8
437,5
438,5
439,9
440,8
441,3
442,9
443,4
444,9
445,5
446,9
447,7
448,10
449,5
450,2
451,5
452,2
453,8
454,10
455,6
456,8
457,9
458,5
459,4
460,5
461,5
462,5
463,9
464,4
465,8
466,9
467,5
468,9
469,10
470,10
471,5
472,9
473,5
474,0
475,3
476,9
477,9
478,6
479,4
480,7
481,10
482,7
483,0
484,2
485,5
486,5
487,5
488,8
489,3
490,3
491,3
492,3
493,5
494,8
495,3
496,8
497,9
498,5
499,10
500,8
501,2
502,5
503,2
504,6
505,3
506,5
507,5
508,4
509,0
510,5
511,0
512,2
513,5
514,6
515,5
516,5
517,5
518,9
519,7
520,8
521,5
522,9
523,5
524,6
525,0
526,5
527,5
528,9
529,4
530,9
531,6
532,5
533,6
534,5
535,5
536,7
537,6
538,5
539,8
540,9
541,9
542,10
543,7
544,5
545,5
546,7
547,9
548,5
549,10
550,5
551,6
552,5
553,10
554,5
555,8
556,5
557,2
558,9
559,5
560,2
561,5
562,9
563,0
564,10
565,5
566,9
567,9
568,6
569,5
570,5
571,5
572,6
573,4
574,5
575,6
576,5
577,2
578,2
579,0
580,5
581,9
582,4
583,9
584,8
585,0
586,8
587,5
588,9
589,0
590,5
591,9
592,4
593,8
594,0
595,3
596,8
597,5
598,8
599,8
600,0
601,10
602,0
603,3
604,3
605,5
606,8
607,3
608,0
609,5
610,8
611,6
612,4
613,5
614,5
615,0
616,9
617,6
618,5
619,9
620,7
621,7
622,2
623,9
624,9
625,6
626,10
627,9
628,5
629,8
630,10
631,5
632,9
633,5
634,4
635,0
636,9
637,2
638,5
639,4
640,5
641,8
642,7
643,6
644,7
645,5
646,0
647,9
648,0
649,7
650,4
651,5
652,5
653,5
654,3
655,8
656,0
657,4
658,4
659,4
660,10
661,9
662,5
663,6
664,7
665,8
666,2
667,4
668,9
669,4
670,5
671,3
672,0
673,9
674,2
675,9
676,2
677,0
678,0
679,5
680,3
681,5
682,9
683,5
684,5
685,4
686,9
687,2
688,0
689,5
690,0
691,5
692,0
693,6
694,0
695,5
696,10
697,7
698,3
699,9
700,5
701,4
702,7
703,5
704,9
705,4
706,6
707,9
708,3
709,5
710,3
711,4
712,5
713,5
714,7
715,8
716,4
717,7
718,7
719,5
720,5
721,8
722,0
723,9
724,4
725,9
726,5
727,9
728,2
729,4
730,5
731,9
732,4
733,4
734,5
735,5
736,0
737,5
738,10
739,0
740,5
741,5
742,4
743,5
744,9
745,5
746,5
747,5
748,7
749,5
750,10
751,5
752,0
753,9
754,5
755,5
756,3
757,2
758,7
759,7
760,5
761,0
762,5
763,3
764,9
765,9
766,3
767,3
768,3
769,4
770,5
771,5
772,5
773,5
774,0
775,5
776,2
777,3
778,5
779,0
780,6
781,2
782,10
783,5
784,3
785,4
786,0
787,9
788,3
789,3
790,7
791,10
792,9
793,2
794,7
795,5
796,9
797,9
798,9
799,9
800,5
801,5
802,5
803,6
804,3
805,9
806,7
807,6
808,5
809,10
810,10
811,5
812,3
813,10
814,5
815,2
816,3
817,9
818,6
819,0
820,5
821,0
822,5
823,3
824,5
825,2
826,4
827,5
828,3
829,8
830,5
831,9
832,9
833,5
834,5
835,5
836,9
837,0
838,0
839,6
840,3
841,5
842,8
843,5
844,5
845,9
846,5
847,5
848,9
849,4
850,9
851,10
852,10
853,5
854,2
855,8
856,4
857,0
858,2
859,9
860,0
861,2
862,6
863,8
864,6
865,9
866,9
867,5
868,0
869,3
870,8
871,5
872,2
873,8
874,5
875,3
876,4
877,5
878,5
879,5
880,5
881,5
882,0
883,8
884,3
885,9
886,2
887,9
888,3
889,5
890,5
891,4
892,5
893,7
894,6
895,5
896,4
897,8
898,10
899,5
900,9
901,10
902,9
903,9
904,5
905,4
906,5
907,9
908,9
909,5
910,8
911,2
912,5
913,5
914,3
915,3
916,2
917,8
918,5
919,6
920,5
921,4
922,5
923,5
924,0
925,4
926,8
927,4
928,5
929,0
930,9
931,5
932,7
933,2
934,2
935,7
936,9
937,2
938,2
939,5
940,7
941,0
942,6
943,7
944,10
945,3
946,0
947,8
948,3
949,9
950,6
951,5
952,5
953,4
954,10
955,5
956,4
957,9
958,2
959,8
960,5
961,3
962,7
963,5
964,7
965,0
966,6
967,0
968,7
969,6
970,10
971,5
972,5
973,3
974,10
975,4
976,3
977,3
978,5
979,9
980,10
981,7
982,9
983,0
984,5
985,5
986,5
987,8
988,5
989,0
990,8
991,2
992,9
993,5
994,5
995,0
996,5
997,3
998,0
999,5
1000,5
1001,9
1002,7
1003,6
1004,4
1005,0
1006,9
1007,4
1008,5
1009,10
1010,9
1011,9
1012,5
1013,8
1014,9
1015,5
1016,6
1017,4
1018,0
1019,9
1020,7
1021,5
1022,5
1023,0
1024,7
1025,2
1026,0
1027,4
1028,0
1029,5
1030,9
1031,5
1032,4
1033,2
1034,7
1035,9
1036,3
1037,7
1038,3
1039,3
1040,0
1041,7
1042,0
1043,10
1044,3
1045,7
1046,0
1047,9
1048,5
1049,4
1050,5
1051,10
1052,3
1053,3
1054,5
1055,3
1056,5
1057,4
1058,4
1059,5
1060,5
1061,5
1062,9
1063,9
1064,3
1065,5
1066,5
1067,7
1068,5
1069,2
1070,6
1071,5
1072,4
1073,7
1074,5
1075,6
1076,4
1077,10
1078,5
1079,5
1080,4
1081,5
1082,8
1083,9
1084,9
1085,10
1086,4
1087,8
1088,5
1089,3
1090,5
1091,7
1092,9
1093,8
1094,7
1095,9
1096,9
1097,5
1098,5
1099,5
1100,4
1101,5
1102,10
1103,10
1104,4
1105,3
1106,9
1107,3
1108,3
1109,8
1110,8
1111,9
1112,2
1113,7
1114,7
1115,0
1116,0
1117,0
1118,7
1119,5
1120,8
1121,3
1122,5
1123,3
1124,5
1125,6
1126,7
1127,5
1128,7
1129,0
1130,7
1131,4
1132,5
1133,5
1134,2
1135,5
1136,9
1137,5
1138,10
1139,8
1140,5
1141,7
1142,0
1143,10
1144,7
1145,5
1146,5
1147,8
1148,6
1149,3
1150,2
1151,8
1152,5
1153,3
1154,9
1155,5
1156,5
1157,4
1158,3
1159,7
1160,5
1161,4
1162,5
1163,5
1164,7
1165,10
1166,5
1167,9
1168,2
1169,10
1170,9
1171,5
1172,5
1173,5
1174,2
1175,5
1176,5
1177,3
1178,2
1179,5
1180,10
1181,5
1182,3
1183,3
1184,3
1185,5
1186,0
1187,8
1188,10
1189,3
1190,3
1191,3
1192,8
1193,5
1194,9
1195,3
1196,0
1197,10
1198,4
1199,10
1200,10
1201,7
1202,5
1203,3
1204,9
1205,9
1206,0
1207,9
1208,10
1209,3
1210,5
1211,5
1212,3
1213,9
1214,5
1215,5
1216,9
1217,0
1218,5
1219,5
1220,0
1221,7
1222,3
1223,0
1224,10
1225,5
1226,10
1227,7
1228,2
1229,5
1230,2
1231,5
1232,5
1233,2
1234,6
1235,4
1236,8
1237,0
1238,5
1239,9
1240,4
1241,5
1242,5
1243,5
1244,5
1245,5
1246,4
1247,5
1248,4
1249,5
1250,3
1251,5
1252,10
1253,3
1254,7
1255,3
1256,8
1257,6
1258,4
1259,9
1260,5
1261,5
1262,6
1263,5
1264,2
1265,0
1266,2
1267,7
1268,3
1269,2
1270,5
1271,10
1272,5
1273,5
1274,5
1275,5
1276,5
1277,9
1278,9
1279,5
1280,7
1281,9
1282,10
1283,2
1284,5
1285,5
1286,10
1287,3
1288,10
1289,4
1290,0
1291,0
1292,0
1293,9
1294,8
1295,0
1296,5
1297,9
1298,4
1299,10
1300,3
1301,2
1302,5
1303,5
1304,5
1305,4
1306,10
1307,0
1308,5
1309,0
1310,4
1311,5
1312,9
1313,3
1314,9
1315,7
1316,2
1317,5
1318,2
1319,3
1320,4
1321,0
1322,3
1323,5
1324,8
1325,4
1326,0
1327,5
1328,7
1329,4
1330,10
1331,5
1332,10
1333,7
1334,5
1335,5
1336,5
1337,5
1338,4
1339,0
1340,3
1341,9
1342,4
1343,3
1344,3
1345,5
1346,2
1347,5
1348,9
1349,6
1350,9
1351,7
1352,9
1353,4
1354,5
1355,5
1356,9
1357,2
1358,4
1359,10
1360,9
1361,9
1362,9
1363,6
1364,0
1365,4
1366,8
1367,3
1368,7
1369,9
1370,5
1371,5
1372,8
1373,9
1374,9
1375,5
1376,8
1377,9
1378,6
1379,4
1380,2
1381,10
1382,5
1383,8
1384,2
1385,5
1386,9
1387,8
1388,8
1389,5
1390,0
1391,5
1392,0
1393,8
1394,7
1395,6
1396,2
1397,5
1398,5
1399,5
1400,3
1401,10
1402,6
1403,5
1404,0
1405,9
1406,3
1407,4
1408,5
1409,7
1410,0
1411,10
1412,3
1413,7
1414,4
1415,0
1416,7
1417,3
1418,3
1419,10
1420,3
1421,5
1422,2
1423,0
1424,6
1425,8
1426,9
1427,6
1428,8
1429,3
1430,9
1431,0
1432,8
1433,7
1434,2
1435,7
1436,5
1437,2
1438,10
1439,8
1440,6
1441,5
1442,10
1443,5
1444,3
1445,5
1446,0
1447,5
1448,4
1449,9
1450,5
1451,8
1452,10
1453,2
1454,8
1455,3
1456,5
1457,5
1458,8
1459,0
1460,5
1461,9
1462,5
1463,10
1464,5
1465,5
1466,10
1467,0
1468,5
1469,5
1470,9
1471,9
1472,0
1473,10
1474,7
1475,2
1476,4
1477,3
1478,8
1479,0
1480,9
1481,0
1482,0
1483,0
1484,2
1485,5
1486,4
1487,7
1488,10
1489,0
1490,5
1491,5
1492,5
1493,5
1494,5
1495,8
1496,9
1497,4
1498,0
1499,5
1500,8
1501,5
1502,5
1503,5
1504,5
1505,5
1506,8
1507,5
1508,8
1509,4
1510,6
1511,8
1512,10
1513,5
1514,5
1515,5
1516,9
1517,9
1518,6
1519,8
1520,4
1521,5
1522,4
1523,5
1524,5
1525,7
1526,4
1527,10
1528,5
1529,5
1530,0
1531,5
1532,5
1533,5
1534,6
1535,8
1536,5
1537,3
1538,0
1539,7
1540,9
1541,8
1542,2
1543,5
1544,10
1545,5
1546,9
1547,0
1548,5
1549,5
1550,8
1551,4
1552,5
1553,8
1554,4
1555,8
1556,9
1557,9
1558,10
1559,5
1560,9
1561,2
1562,5
1563,8
1564,2
1565,8
1566,5
1567,7
1568,5
1569,3
1570,9
1571,10
1572,9
1573,5
1574,2
1575,8
1576,5
1577,9
1578,5
1579,5
1580,9
1581,5
1582,3
1583,5
1584,10
1585,5
1586,2
1587,5
1588,8
1589,10
1590,4
1591,5
1592,6
1593,3
1594,9
1595,5
1596,5
1597,2
1598,10
1599,5
1600,10
1601,9
1602,10
1603,10
1604,9
1605,5
1606,5
1607,7
1608,10
1609,6
1610,2
1611,5
1612,10
1613,3
1614,10
1615,3
1616,4
1617,7
1618,10
1619,10
1620,2
1621,3
1622,5
1623,5
1624,5
1625,10
1626,5
1627,10
1628,5
1629,0
1630,9
1631,10
1632,5
1633,5
1634,9
1635,2
1636,10
1637,8
1638,10
1639,4
1640,0
1641,2
1642,7
1643,5
1644,0
1645,8
1646,7
1647,3
1648,2
1649,5
1650,5
1651,7
1652,3
1653,9
1654,3
1655,5
1656,5
1657,7
1658,0
1659,5
1660,5
1661,7
1662,0
1663,2
1664,4
1665,2
1666,6
1667,0
1668,5
1669,3
1670,4
1671,0
1672,9
1673,8
1674,5
1675,5
1676,10
1677,0
1678,3
1679,5
1680,5
1681,7
1682,4
1683,0
1684,8
1685,4
1686,4
1687,8
1688,9
1689,0
1690,5
1691,0
1692,10
1693,5
1694,4
1695,4
1696,0
1697,2
1698,2
1699,7
1700,6
1701,9
1702,8
1703,10
1704,5
1705,3
1706,10
1707,4
1708,10
1709,5
1710,0
1711,5
1712,0
1713,6
1714,9
1715,9
1716,5
1717,5
1718,2
1719,10
1720,5
1721,9
1722,8
1723,6
1724,8
1725,4
1726,9
1727,3
1728,10
1729,5
1730,2
1731,8
1732,0
1733,5
1734,5
1735,5
1736,5
1737,5
1738,9
1739,8
1740,8
1741,9
1742,9
1743,9
1744,5
1745,4
1746,5
1747,4
1748,5
1749,3
1750,3
1751,2
1752,10
1753,7
1754,0
1755,5
1756,8
1757,8
1758,7
1759,0
1760,3
1761,5
1762,5
1763,9
1764,3
1765,5
1766,5
1767,0
1768,2
1769,5
1770,10
1771,9
1772,4
1773,8
1774,2
1775,5
1776,7
1777,8
1778,7
1779,4
1780,10
1781,7
1782,8
1783,5
1784,3
1785,7
1786,5
1787,2
1788,9
1789,5
1790,9
1791,5
1792,6
1793,3
1794,9
1795,5
1796,10
1797,5
1798,9
1799,2
1800,5
1801,10
1802,5
1803,3
1804,4
1805,4
1806,5
1807,8
1808,6
1809,2
1810,8
1811,5
1812,5
1813,5
1814,8
1815,4
1816,7
1817,9
1818,3
1819,10
1820,9
1821,0
1822,2
1823,0
1824,6
1825,5
1826,5
1827,5
1828,9
1829,5
1830,5
1831,7
1832,7
1833,4
1834,6
1835,2
1836,5
1837,5
1838,5
1839,5
1840,10
1841,9
1842,3
1843,2
1844,5
1845,9
1846,2
1847,5
1848,6
1849,5
1850,5
1851,6
1852,3
1853,0
1854,3
1855,9
1856,0
1857,5
1858,10
1859,3
1860,5
1861,2
1862,2
1863,5
1864,5
1865,5
1866,8
1867,5
1868,9
1869,10
1870,5
1871,10
1872,4
1873,2
1874,8
1875,7
1876,6
1877,8
1878,5
1879,9
1880,5
1881,4
1882,5
1883,3
1884,8
1885,5
1886,5
1887,4
1888,3
1889,4
1890,8
1891,5
1892,10
1893,2
1894,2
1895,5
1896,5
1897,4
1898,5
1899,3
1900,4
1901,9
1902,8
1903,2
1904,6
1905,6
1906,5
1907,6
1908,9
1909,5
1910,2
1911,3
1912,9
1913,0
1914,0
1915,5
1916,9
1917,5
1918,2
1919,7
1920,5
1921,5
1922,3
1923,4
1924,10
1925,9
1926,4
1927,5
1928,0
1929,8
1930,4
1931,6
1932,4
1933,8
1934,9
1935,10
1936,5
1937,9
1938,3
1939,0
1940,5
1941,9
1942,5
1943,2
1944,9
1945,10
1946,8
1947,3
1948,10
1949,9
1950,5
1951,0
1952,3
1953,3
1954,5
1955,2
1956,5
1957,2
1958,5
1959,5
1960,0
1961,5
1962,0
1963,7
1964,5
1965,5
1966,5
1967,5
1968,10
1969,5
1970,0
1971,9
1972,4
1973,5
1974,10
1975,5
1976,6
1977,9
1978,0
1979,3
1980,4
1981,6
1982,5
1983,3
1984,5
1985,5
1986,7
1987,5
1988,9
1989,4
1990,5
1991,5
1992,7
1993,7
1994,6
1995,8
1996,8
1997,10
1998,5
1999,9
2000,9
2001,8
2002,8
2003,3
2004,9
2005,5
2006,5
2007,7
2008,9
2009,4
2010,5
2011,5
2012,10
2013,8
2014,5
2015,10
2016,3
2017,9
2018,0
2019,5
2020,10
2021,4
2022,6
2023,7
2024,2
2025,5
2026,9
2027,3
2028,3
2029,9
2030,7
2031,9
2032,9
2033,8
2034,5
2035,5
2036,7
2037,4
2038,7
2039,9
2040,4
2041,0
2042,3
2043,3
2044,5
2045,3
2046,3
2047,9
2048,3
2049,0
2050,5
2051,5
2052,5
2053,10
2054,6
2055,3
2056,0
2057,5
2058,3
2059,7
2060,0
2061,7
2062,9
2063,7
2064,10
2065,5
2066,5
2067,5
2068,6
2069,9
2070,9
2071,10
2072,5
2073,4
2074,3
2075,5
2076,10
2077,0
2078,8
2079,10
2080,5
2081,0
2082,4
2083,0
2084,5
2085,9
2086,2
2087,4
2088,9
2089,4
2090,5
2091,2
2092,4
2093,8
2094,2
2095,9
2096,9
2097,9
2098,8
2099,7
2100,4
2101,3
2102,9
2103,5
2104,7
2105,5
2106,9
2107,10
2108,8
2109,7
2110,9
2111,10
2112,0
2113,5
2114,5
2115,3
2116,2
2117,3
2118,6
2119,5
2120,9
2121,4
2122,5
2123,8
2124,5
2125,4
2126,0
2127,0
2128,7
2129,5
2130,7
2131,5
2132,3
2133,3
2134,5
2135,4
2136,5
2137,0
2138,5
2139,4
2140,0
2141,3
2142,4
2143,5
2144,7
2145,8
2146,5
2147,4
2148,7
2149,10
2150,5
2151,9
2152,7
2153,8
2154,3
2155,10
2156,5
2157,9
2158,2
2159,3
2160,10
2161,0
2162,3
2163,9
2164,9
2165,9
2166,8
2167,9
2168,7
2169,2
2170,3
2171,5
2172,7
2173,5
2174,3
2175,8
2176,0
2177,8
2178,8
2179,3
2180,5
2181,9
2182,5
2183,7
2184,9
2185,4
2186,3
2187,5
2188,5
2189,2
2190,5
2191,5
2192,0
2193,5
2194,7
2195,5
2196,3
2197,7
2198,7
2199,0
2200,9
2201,9
2202,0
2203,5
2204,4
2205,2
2206,6
2207,9
2208,9
2209,5
2210,5
2211,0
2212,5
2213,8
2214,6
2215,6
2216,5
2217,7
2218,0
2219,5
2220,9
2221,3
2222,9
2223,3
2224,5
2225,5
2226,4
2227,10
2228,5
2229,2
2230,0
2231,6
2232,10
2233,5
2234,5
2235,10
2236,0
2237,10
2238,10
2239,5
2240,5
2241,5
2242,8
2243,5
2244,10
2245,9
2246,5
2247,5
2248,9
2249,5
2250,9
2251,5
2252,5
2253,3
2254,5
2255,10
2256,2
2257,4
2258,4
2259,5
2260,5
2261,8
2262,8
2263,3
2264,10
2265,0
2266,7
2267,4
2268,0
2269,8
2270,4
2271,4
2272,4
2273,3
2274,9
2275,3
2276,6
2277,4
2278,0
2279,5
2280,10
2281,5
2282,7
2283,5
2284,2
2285,5
2286,10
2287,3
2288,5
2289,3
2290,7
2291,7
2292,5
2293,9
2294,5
2295,5
2296,9
2297,0
2298,4
2299,4
2300,8
2301,4
2302,0
2303,9
2304,5
2305,0
2306,5
2307,5
2308,0
2309,6
2310,10
2311,10
2312,4
2313,5
2314,5
2315,3
2316,0
2317,9
2318,9
2319,4
2320,0
2321,4
2322,4
2323,9
2324,7
2325,8
2326,5
2327,6
2328,5
2329,5
2330,10
2331,5
2332,5
2333,9
2334,3
2335,5
2336,8
2337,9
2338,9
2339,3
2340,6
2341,5
2342,5
2343,5
2344,9
2345,3
2346,4
2347,8
2348,10
2349,2
2350,9
2351,2
2352,4
2353,0
2354,10
2355,5
2356,3
2357,10
2358,8
2359,9
2360,2
2361,9
2362,2
2363,9
2364,9
2365,5
2366,10
2367,3
2368,5
2369,0
2370,10
2371,3
2372,0
2373,9
2374,10
2375,5
2376,2
2377,0
2378,7
2379,0
2380,5
2381,8
2382,10
2383,5
2384,0
2385,3
2386,3
2387,5
2388,5
2389,5
2390,5
2391,10
2392,9
2393,9
2394,5
2395,5
2396,4
2397,5
2398,0
2399,5
2400,4
2401,9
2402,5
2403,8
2404,0
2405,0
2406,5
2407,5
2408,0
2409,5
2410,5
2411,0
2412,0
2413,4
2414,3
2415,3
2416,5
2417,8
2418,5
2419,8
2420,4
2421,8
2422,5
2423,7
2424,5
2425,0
2426,9
2427,0
2428,4
2429,5
2430,3
2431,7
2432,9
2433,2
2434,5
2435,3
2436,9
2437,9
2438,2
2439,5
2440,9
2441,9
2442,9
2443,9
2444,3
2445,2
2446,5
2447,5
2448,5
2449,2
2450,5
2451,9
2452,0
2453,2
2454,5
2455,2
2456,4
2457,5
2458,2
2459,4
2460,5
2461,0
2462,3
2463,3
2464,9
2465,5
2466,2
2467,5
2468,5
2469,10
2470,9
2471,0
2472,5
2473,8
2474,5
2475,5
2476,9
2477,9
2478,9
2479,8
2480,2
2481,5
2482,2
2483,9
2484,7
2485,5
2486,8
2487,9
2488,9
2489,2
2490,8
2491,5
2492,0
2493,4
2494,5
2495,3
2496,9
2497,5
2498,5
2499,8
2500,9
2501,5
2502,5
2503,0
2504,5
2505,2
2506,4
2507,5
2508,0
2509,9
2510,0
2511,5
2512,7
2513,3
2514,5
2515,6
2516,3
2517,5
2518,3
2519,10
2520,6
2521,4
2522,0
2523,5
2524,4
2525,8
2526,4
2527,5
2528,7
2529,10
2530,9
2531,5
2532,5
2533,4
2534,10
2535,10
2536,7
2537,3
2538,0
2539,7
2540,9
2541,0
2542,5
2543,5
2544,5
2545,5
2546,4
2547,7
2548,8
2549,0
2550,9
2551,3
2552,3
2553,4
2554,7
2555,9
2556,4
2557,5
2558,2
2559,8
2560,8
2561,7
2562,0
2563,4
2564,0
2565,9
2566,3
2567,0
2568,9
2569,3
2570,5
2571,5
2572,8
2573,8
2574,5
2575,5
2576,5
2577,9
2578,5
2579,4
2580,3
2581,8
2582,3
2583,5
2584,10
2585,7
2586,3
2587,4
2588,10
2589,5
2590,5
2591,8
2592,6
2593,5
2594,2
2595,5
2596,9
2597,0
2598,5
2599,5
2600,8
2601,3
2602,5
2603,8
2604,0
2605,0
2606,10
2607,9
2608,5
2609,7
2610,10
2611,5
2612,5
2613,0
2614,10
2615,5
2616,5
2617,9
2618,0
2619,9
2620,8
2621,6
2622,5
2623,10
2624,7
2625,3
2626,5
2627,5
2628,2
2629,0
2630,6
2631,9
2632,9
2633,5
2634,4
2635,5
2636,2
2637,5
2638,2
2639,4
2640,5
2641,0
2642,0
2643,5
2644,0
2645,3
2646,4
2647,4
2648,6
2649,9
2650,5
2651,10
2652,5
2653,5
2654,10
2655,9
2656,9
2657,5
2658,5
2659,5
2660,5
2661,10
2662,8
2663,5
2664,5
2665,9
2666,3
2667,4
2668,2
2669,5
2670,3
2671,8
2672,5
2673,5
2674,6
2675,8
2676,5
2677,7
2678,5
2679,10
2680,9
2681,0
2682,9
2683,4
2684,5
2685,8
2686,10
2687,10
2688,4
2689,10
2690,3
2691,7
2692,2
2693,9
2694,5
2695,8
2696,0
2697,9
2698,8
2699,4
2700,8
2701,9
2702,0
2703,9
2704,9
2705,7
2706,3
2707,4
2708,4
2709,9
2710,5
2711,2
2712,9
2713,10
2714,3
2715,5
2716,5
2717,9
2718,4
2719,9
2720,0
2721,4
2722,7
2723,5
2724,5
2725,5
2726,0
2727,5
2728,5
2729,5
2730,2
2731,3
2732,4
2733,9
2734,8
2735,0
2736,6
2737,4
2738,10
2739,5
2740,9
2741,5
2742,0
2743,3
2744,5
2745,6
2746,9
2747,0
2748,5
2749,5
2750,3
2751,5
2752,3
2753,9
2754,5
2755,8
2756,5
2757,5
2758,3
2759,5
2760,6
2761,0
2762,6
2763,10
2764,0
2765,5
2766,3
2767,4
2768,4
2769,4
2770,7
2771,5
2772,9
2773,5
2774,2
2775,0
2776,7
2777,9
2778,0
2779,0
2780,3
2781,5
2782,0
2783,9
2784,9
2785,0
2786,5
2787,5
2788,2
2789,8
2790,8
2791,3
2792,0
2793,8
2794,5
2795,7
2796,6
2797,4
2798,3
2799,8
2800,3
2801,5
2802,5
2803,0
2804,9
2805,9
2806,10
2807,9
2808,5
2809,0
2810,4
2811,4
2812,10
2813,6
2814,0
2815,9
2816,5
2817,5
2818,5
2819,5
2820,0
2821,0
2822,9
2823,5
2824,7
2825,3
2826,5
2827,6
2828,5
2829,5
2830,10
2831,9
2832,3
2833,9
2834,3
2835,10
2836,0
2837,5
2838,7
2839,3
2840,9
2841,6
2842,5
2843,5
2844,5
2845,5
2846,0
2847,2
2848,5
2849,5
2850,5
2851,5
2852,5
2853,5
2854,8
2855,5
2856,9
2857,7
2858,5
2859,5
2860,9
2861,3
2862,4
2863,9
2864,5
2865,9
2866,0
2867,5
2868,5
2869,5
2870,5
2871,0
2872,8
2873,5
2874,8
2875,5
2876,8
2877,5
2878,3
2879,9
2880,10
2881,8
2882,9
2883,7
2884,5
2885,4
2886,9
2887,5
2888,9
2889,9
2890,7
2891,3
2892,3
2893,5
2894,5
2895,5
2896,9
2897,2
2898,5
2899,5
2900,6
2901,3
2902,4
2903,7
2904,10
2905,4
2906,3
2907,5
2908,9
2909,0
2910,6
2911,3
2912,3
2913,5
2914,5
2915,8
2916,8
2917,5
2918,5
2919,5
2920,5
2921,4
2922,4
2923,2
2924,4
2925,9
2926,0
2927,9
2928,5
2929,2
2930,3
2931,9
2932,0
2933,9
2934,2
2935,3
2936,3
2937,4
2938,7
2939,3
2940,0
2941,3
2942,9
2943,5
2944,8
2945,4
2946,4
2947,9
2948,2
2949,7
2950,5
2951,5
2952,4
2953,5
2954,6
2955,10
2956,6
2957,10
2958,9
2959,5
2960,5
2961,5
2962,0
2963,5
2964,5
2965,9
2966,5
2967,3
2968,9
2969,0
2970,7
2971,0
2972,0
2973,9
2974,7
2975,3
2976,5
2977,5
2978,5
2979,9
2980,3
2981,3
2982,5
2983,9
2984,7
2985,5
2986,5
2987,0
2988,7
2989,9
2990,8
2991,5
2992,5
2993,5
2994,5
2995,5
2996,4
2997,5
